game_id,timestamp,deck_name,opponent,game_won,game_result_reason,player_commander,opponent_commander
5eef39d1-6513-4524-92b6-f5b9221789da,2025-04-13 19:28:41.068,You've Got Gnomes,AndersonBR,False,ResultReason_Game,"Anim Pakal, Thousandth Moon","Etali, Primal Conqueror // Etali, Primal Sickness"
f2b1b840-17ee-4ac0-a763-f3646648515d,2025-04-13 19:30:51.303,You've Got Gnomes,Nuno Francisco,True,ResultReason_Concede,"Anim Pakal, Thousandth Moon",90302
789b72dc-b7e3-44f3-92d5-e580919659ce,2025-04-13 19:47:45.437,You've Got Gnomes,Biggeytobbes,False,ResultReason_Game,"Anim Pakal, Thousandth Moon","Phelia, Exuberant Shepherd"
e6a24619-1aac-40ec-8e4d-bea3f94fd9be,2025-04-13 19:51:51.265,You've Got Gnomes,Fatz,True,ResultReason_Concede,"Anim Pakal, Thousandth Moon","Averna, the Chaos Bloom"
e405a7f7-cfa5-40fd-b885-87e763f0fe40,2025-04-13 20:00:42.583,You've Got Gnomes,bosny,False,ResultReason_Concede,"Anim Pakal, Thousandth Moon","Marwyn, the Nurturer"
d6457a5e-923b-46c1-9c51-88fc9b734d97,2025-04-13 20:02:44.040,You've Got Gnomes,Browttor,True,ResultReason_Game,"Anim Pakal, Thousandth Moon","Imoti, Celebrant of Bounty"
354ca587-5742-441a-ab93-0f839a5b610a,2025-04-13 21:01:06.761,You've Got Gnomes,TheSandman,False,ResultReason_Concede,"Anim Pakal, Thousandth Moon",The First Sliver
713f4582-4660-4544-b5cf-884fca1442f5,2025-04-13 21:05:24.097,You've Got Gnomes,PandaSix9,True,ResultReason_Concede,"Anim Pakal, Thousandth Moon","Magda, Brazen Outlaw"
04de5d03-209e-47c1-a719-5172802130cb,2025-04-13 21:09:53.590,You've Got Gnomes,VanceAnce,True,ResultReason_Timeout,"Anim Pakal, Thousandth Moon","Gale, Conduit of the Arcane"
0575dd1a-4158-4060-9069-54341d7001b1,2025-04-13 21:15:58.887,You've Got Gnomes,buhrainbow,False,ResultReason_Concede,"Anim Pakal, Thousandth Moon","Esika, God of the Tree // The Prismatic Bridge"
22c28aa8-80c1-4787-83a2-e1c82f892682,2025-04-13 21:26:33.568,You've Got Gnomes,Johnny Zombelli,True,ResultReason_Concede,"Anim Pakal, Thousandth Moon","Glarb, Calamity's Augur"
d71a4374-c9c4-4f5b-816a-38e0743ef803,2025-04-13 21:34:11.095,You've Got Gnomes,davadava,False,ResultReason_Game,"Anim Pakal, Thousandth Moon","Kinnan, Bonder Prodigy"
b893e75a-e127-44c1-a418-f848ca761f84,2025-04-13 21:42:26.530,You've Got Gnomes,Darth Pipe,True,ResultReason_Game,"Anim Pakal, Thousandth Moon","Liliana, Heretical Healer // Liliana, Defiant Necromancer"
90938801-4890-40b1-8526-e9e172d8b774,2025-04-13 21:49:54.008,Paradox Academy but bad,N03y3D33R,False,ResultReason_Concede,"Drafna, Founder of Lat-Nam","Muldrotha, the Gravetide"
fb97ca82-f3bb-495a-89e5-f099036df2a2,2025-04-13 21:56:00.422,Paradox Academy but bad,Wyattb18,False,ResultReason_Concede,"Drafna, Founder of Lat-Nam","Ketramose, the New Dawn"
979fd13c-5d7e-4d07-a9ba-d99a18ff8958,2025-04-13 22:04:34.890,Paradox Academy but bad,EJboi1dr,False,ResultReason_Game,"Drafna, Founder of Lat-Nam",95765
b34c2737-517d-454e-81f2-77cd4428a9d2,2025-04-13 22:09:41.109,Paradox Academy but bad,Dawid,True,ResultReason_Concede,"Drafna, Founder of Lat-Nam","Ulalek, Fused Atrocity"
e8e1c67f-4167-4f05-a175-3444846f3073,2025-04-13 22:17:32.083,Paradox Academy but bad,Lazureth,False,ResultReason_Game,"Drafna, Founder of Lat-Nam","Captain Howler, Sea Scourge"
